crewtype,region,gacc_pl,national_pl,drawndown,mobile,staffing
Engine 7,SACC,4,2,0,0,0
Engine 7,SACC,4,3,0,0,0
Engine 7,SACC,4,4,0,0,0
Engine 7,SACC,4,5,0,0,0
Engine 7,SACC,5,1,0,0,0
Engine 7,SACC,5,2,0,0,0
Engine 7,SACC,5,3,0,0,0
Engine 7,SACC,5,4,0,0,0
Engine 7,SACC,5,5,0,0,0
Dozer 1,AICC,1,1,0,0,0
Dozer 1,AICC,1,2,0,0,0
Dozer 1,AICC,1,3,0,0,0
Dozer 1,AICC,1,4,0,0,0
Dozer 1,AICC,1,5,0,0,0
Dozer 1,AICC,2,1,0,0,0
Dozer 1,AICC,2,2,0,0,0
Dozer 1,AICC,2,3,0,0,0
Dozer 1,AICC,2,4,0,0,0
Dozer 1,AICC,2,5,0,0,0
Dozer 1,AICC,3,1,0,0,0
Dozer 1,AICC,3,2,0,0,0
Dozer 1,AICC,3,3,0,0,0
Dozer 1,AICC,3,4,0,0,0
Dozer 1,AICC,3,5,0,0,0
Dozer 1,AICC,4,1,0,0,0
Dozer 1,AICC,4,2,0,0,0
Dozer 1,AICC,4,3,0,0,0
Dozer 1,AICC,4,4,0,0,0
Dozer 1,AICC,4,5,0,0,0
Dozer 1,AICC,5,1,0,0,0
Dozer 1,AICC,5,2,0,0,0
Dozer 1,AICC,5,3,0,0,0
Dozer 1,AICC,5,4,0,0,0
Dozer 1,AICC,5,5,0,0,0
Dozer 1,NWCC,1,1,0,0,0
Dozer 1,NWCC,1,2,0,0,0
Dozer 1,NWCC,1,3,0,0,0
Dozer 1,NWCC,1,4,0,0,0
Dozer 1,NWCC,1,5,0,0,0
Dozer 1,NWCC,2,1,0,0,0
Dozer 1,NWCC,2,2,0,0,0
Dozer 1,NWCC,2,3,0,0,0
Dozer 1,NWCC,2,4,0,0,0
Dozer 1,NWCC,2,5,0,0,0
Dozer 1,NWCC,3,1,0,0,0
Dozer 1,NWCC,3,2,0,0,0
Dozer 1,NWCC,3,3,0,0,0
Dozer 1,NWCC,3,4,0,0,0
Dozer 1,NWCC,3,5,0,0,0
Dozer 1,NWCC,4,1,0,0,0
Dozer 1,NWCC,4,2,0,0,0
Dozer 1,NWCC,4,3,0,0,0
Dozer 1,NWCC,4,4,0,0,0
Dozer 1,NWCC,4,5,0,0,0
Dozer 1,NWCC,5,1,0,0,0
Dozer 1,NWCC,5,2,0,0,0
Dozer 1,NWCC,5,3,0,0,0
Dozer 1,NWCC,5,4,0,0,0
Dozer 1,NWCC,5,5,0,0,0
Dozer 1,ONCC,1,1,0,0,0
Dozer 1,ONCC,1,2,0,0,0
Dozer 1,ONCC,1,3,0,0,0
Dozer 1,ONCC,1,4,0,0,0
Dozer 1,ONCC,1,5,0,0,0
Dozer 1,ONCC,2,1,0,0,0
Dozer 1,ONCC,2,2,0,0,0
Dozer 1,ONCC,2,3,0,0,0
Dozer 1,ONCC,2,4,0,0,0
Dozer 1,ONCC,2,5,0,0,0
Dozer 1,ONCC,3,1,0,0,0
Dozer 1,ONCC,3,2,0,0,0
Dozer 1,ONCC,3,3,0,0,0
Dozer 1,ONCC,3,4,0,0,0
Dozer 1,ONCC,3,5,0,0,0
Dozer 1,ONCC,4,1,0,0,0
Dozer 1,ONCC,4,2,0,0,0
Dozer 1,ONCC,4,3,0,0,0
Dozer 1,ONCC,4,4,0,0,0
Dozer 1,ONCC,4,5,0,0,0
Dozer 1,ONCC,5,1,0,0,0
Dozer 1,ONCC,5,2,0,0,0
Dozer 1,ONCC,5,3,0,0,0
Dozer 1,ONCC,5,4,0,0,0
Dozer 1,ONCC,5,5,0,0,0
Dozer 1,OSCC,1,1,0,0,0
Dozer 1,OSCC,1,2,0,0,0
Dozer 1,OSCC,1,3,0,0,0
Dozer 1,OSCC,1,4,0,0,0
Dozer 1,OSCC,1,5,0,0,0
Dozer 1,OSCC,2,1,0,0,0
Dozer 1,OSCC,2,2,0,0,0
Dozer 1,OSCC,2,3,0,0,0
Dozer 1,OSCC,2,4,0,0,0
Dozer 1,OSCC,2,5,0,0,0
Dozer 1,OSCC,3,1,0,0,0
Dozer 1,OSCC,3,2,0,0,0
Dozer 1,OSCC,3,3,0,0,0
Dozer 1,OSCC,3,4,0,0,0
Dozer 1,OSCC,3,5,0,0,0
Dozer 1,OSCC,4,1,0,0,0
Dozer 1,OSCC,4,2,0,0,0
Dozer 1,OSCC,4,3,0,0,0
Dozer 1,OSCC,4,4,0,0,0
Dozer 1,OSCC,4,5,0,0,0
Dozer 1,OSCC,5,1,0,0,0
Dozer 1,OSCC,5,2,0,0,0
Dozer 1,OSCC,5,3,0,0,0
Dozer 1,OSCC,5,4,0,0,0
Dozer 1,OSCC,5,5,0,0,0
Dozer 1,NRCC,1,1,0,0,0
Dozer 1,NRCC,1,2,0,0,0
Dozer 1,NRCC,1,3,0,0,0
Dozer 1,NRCC,1,4,0,0,0
Dozer 1,NRCC,1,5,0,0,0
Dozer 1,NRCC,2,1,0,0,0
Dozer 1,NRCC,2,2,0,0,0
Dozer 1,NRCC,2,3,0,0,0
Dozer 1,NRCC,2,4,0,0,0
Dozer 1,NRCC,2,5,0,0,0
Dozer 1,NRCC,3,1,0,0,0
Dozer 1,NRCC,3,2,0,0,0
Dozer 1,NRCC,3,3,0,0,0
Dozer 1,NRCC,3,4,0,0,0
Dozer 1,NRCC,3,5,0,0,0
Dozer 1,NRCC,4,1,0,0,0
Dozer 1,NRCC,4,2,0,0,0
Dozer 1,NRCC,4,3,0,0,0
Dozer 1,NRCC,4,4,0,0,0
Dozer 1,NRCC,4,5,0,0,0
Dozer 1,NRCC,5,1,0,0,0
Dozer 1,NRCC,5,2,0,0,0
Dozer 1,NRCC,5,3,0,0,0
Dozer 1,NRCC,5,4,0,0,0
Dozer 1,NRCC,5,5,0,0,0
Dozer 1,GBCC,1,1,0,0,0
Dozer 1,GBCC,1,2,0,0,0
Dozer 1,GBCC,1,3,0,0,0
Dozer 1,GBCC,1,4,0,0,0
Dozer 1,GBCC,1,5,0,0,0
Dozer 1,GBCC,2,1,0,0,0
Dozer 1,GBCC,2,2,0,0,0
Dozer 1,GBCC,2,3,0,0,0
Dozer 1,GBCC,2,4,0,0,0
Dozer 1,GBCC,2,5,0,0,0
Dozer 1,GBCC,3,1,0,0,0
Dozer 1,GBCC,3,2,0,0,0
Dozer 1,GBCC,3,3,0,0,0
Dozer 1,GBCC,3,4,0,0,0
Dozer 1,GBCC,3,5,0,0,0
Dozer 1,GBCC,4,1,0,0,0
Dozer 1,GBCC,4,2,0,0,0
Dozer 1,GBCC,4,3,0,0,0
Dozer 1,GBCC,4,4,0,0,0
Dozer 1,GBCC,4,5,0,0,0
Dozer 1,GBCC,5,1,0,0,0
Dozer 1,GBCC,5,2,0,0,0
Dozer 1,GBCC,5,3,0,0,0
Dozer 1,GBCC,5,4,0,0,0
Dozer 1,GBCC,5,5,0,0,0
Dozer 1,SWCC,1,1,0,0,0
Dozer 1,SWCC,1,2,0,0,0
Dozer 1,SWCC,1,3,0,0,0
Dozer 1,SWCC,1,4,0,0,0
Dozer 1,SWCC,1,5,0,0,0
Dozer 1,SWCC,2,1,0,0,0
Dozer 1,SWCC,2,2,0,0,0
Dozer 1,SWCC,2,3,0,0,0
Dozer 1,SWCC,2,4,0,0,0
Dozer 1,SWCC,2,5,0,0,0
Dozer 1,SWCC,3,1,0,0,0
Dozer 1,SWCC,3,2,0,0,0
Dozer 1,SWCC,3,3,0,0,0
Dozer 1,SWCC,3,4,0,0,0
Dozer 1,SWCC,3,5,0,0,0
Dozer 1,SWCC,4,1,0,0,0
Dozer 1,SWCC,4,2,0,0,0
Dozer 1,SWCC,4,3,0,0,0
Dozer 1,SWCC,4,4,0,0,0
Dozer 1,SWCC,4,5,0,0,0
Dozer 1,SWCC,5,1,0,0,0
Dozer 1,SWCC,5,2,0,0,0
Dozer 1,SWCC,5,3,0,0,0
Dozer 1,SWCC,5,4,0,0,0
Dozer 1,SWCC,5,5,0,0,0
Dozer 1,RMCC,1,1,0,0,0
Dozer 1,RMCC,1,2,0,0,0
Dozer 1,RMCC,1,3,0,0,0
Dozer 1,RMCC,1,4,0,0,0
Dozer 1,RMCC,1,5,0,0,0
Dozer 1,RMCC,2,1,0,0,0
Dozer 1,RMCC,2,2,0,0,0
Dozer 1,RMCC,2,3,0,0,0
Dozer 1,RMCC,2,4,0,0,0
Dozer 1,RMCC,2,5,0,0,0
Dozer 1,RMCC,3,1,0,0,0
Dozer 1,RMCC,3,2,0,0,0
Dozer 1,RMCC,3,3,0,0,0
Dozer 1,RMCC,3,4,0,0,0
Dozer 1,RMCC,3,5,0,0,0
Dozer 1,RMCC,4,1,0,0,0
Dozer 1,RMCC,4,2,0,0,0
Dozer 1,RMCC,4,3,0,0,0
Dozer 1,RMCC,4,4,0,0,0
Dozer 1,RMCC,4,5,0,0,0
Dozer 1,RMCC,5,1,0,0,0
Dozer 1,RMCC,5,2,0,0,0
Dozer 1,RMCC,5,3,0,0,0
Dozer 1,RMCC,5,4,0,0,0
Dozer 1,RMCC,5,5,0,0,0
Dozer 1,EACC,1,1,0,0,0
Dozer 1,EACC,1,2,0,0,0
Dozer 1,EACC,1,3,0,0,0
Dozer 1,EACC,1,4,0,0,0
Dozer 1,EACC,1,5,0,0,0
Dozer 1,EACC,2,1,0,0,0
Dozer 1,EACC,2,2,0,0,0
Dozer 1,EACC,2,3,0,0,0
Dozer 1,EACC,2,4,0,0,0
Dozer 1,EACC,2,5,0,0,0
Dozer 1,EACC,3,1,0,0,0
Dozer 1,EACC,3,2,0,0,0
Dozer 1,EACC,3,3,0,0,0
Dozer 1,EACC,3,4,0,0,0
Dozer 1,EACC,3,5,0,0,0
Dozer 1,EACC,4,1,0,0,0
Dozer 1,EACC,4,2,0,0,0
Dozer 1,EACC,4,3,0,0,0
Dozer 1,EACC,4,4,0,0,0
Dozer 1,EACC,4,5,0,0,0
Dozer 1,EACC,5,1,0,0,0
Dozer 1,EACC,5,2,0,0,0
Dozer 1,EACC,5,3,0,0,0
Dozer 1,EACC,5,4,0,0,0
Dozer 1,EACC,5,5,0,0,0
Dozer 1,SACC,1,1,0,0,0
Dozer 1,SACC,1,2,0,0,0
Dozer 1,SACC,1,3,0,0,0
Dozer 1,SACC,1,4,0,0,0
Dozer 1,SACC,1,5,0,0,0
Dozer 1,SACC,2,1,0,0,0
Dozer 1,SACC,2,2,0,0,0
Dozer 1,SACC,2,3,0,0,0
Dozer 1,SACC,2,4,0,0,0
Dozer 1,SACC,2,5,0,0,0
Dozer 1,SACC,3,1,0,0,0
Dozer 1,SACC,3,2,0,0,0
Dozer 1,SACC,3,3,0,0,0
Dozer 1,SACC,3,4,0,0,0
Dozer 1,SACC,3,5,0,0,0
Dozer 1,SACC,4,1,0,0,0
Dozer 1,SACC,4,2,0,0,0
Dozer 1,SACC,4,3,0,0,0
Dozer 1,SACC,4,4,0,0,0
Dozer 1,SACC,4,5,0,0,0
Dozer 1,SACC,5,1,0,0,0
Dozer 1,SACC,5,2,0,0,0
Dozer 1,SACC,5,3,0,0,0
Dozer 1,SACC,5,4,0,0,0
Dozer 1,SACC,5,5,0,0,0
Dozer 2,AICC,1,1,0,0,0
Dozer 2,AICC,1,2,0,0,0
Dozer 2,AICC,1,3,0,0,0
Dozer 2,AICC,1,4,0,0,0
Dozer 2,AICC,1,5,0,0,0
Dozer 2,AICC,2,1,0,0,0
Dozer 2,AICC,2,2,0,0,0
Dozer 2,AICC,2,3,0,0,0
Dozer 2,AICC,2,4,0,0,0
Dozer 2,AICC,2,5,0,0,0
Dozer 2,AICC,3,1,0,0,0
Dozer 2,AICC,3,2,0,0,0
Dozer 2,AICC,3,3,0,0,0
Dozer 2,AICC,3,4,0,0,0
Dozer 2,AICC,3,5,0,0,0
Dozer 2,AICC,4,1,0,0,0
Dozer 2,AICC,4,2,0,0,0
Dozer 2,AICC,4,3,0,0,0
Dozer 2,AICC,4,4,0,0,0
Dozer 2,AICC,4,5,0,0,0
Dozer 2,AICC,5,1,0,0,0
Dozer 2,AICC,5,2,0,0,0
Dozer 2,AICC,5,3,0,0,0
Dozer 2,AICC,5,4,0,0,0
Dozer 2,AICC,5,5,0,0,0
Dozer 2,NWCC,1,1,1,0,1
Dozer 2,NWCC,1,2,1,0,1
Dozer 2,NWCC,1,3,1,0,1
Dozer 2,NWCC,1,4,1,0,1
Dozer 2,NWCC,1,5,1,0,1
Dozer 2,NWCC,2,1,1,0,1
Dozer 2,NWCC,2,2,1,0,1
Dozer 2,NWCC,2,3,1,0,1
Dozer 2,NWCC,2,4,1,0,1
Dozer 2,NWCC,2,5,1,0,1
Dozer 2,NWCC,3,1,1,0,1
Dozer 2,NWCC,3,2,1,0,1
Dozer 2,NWCC,3,3,1,0,1
Dozer 2,NWCC,3,4,1,0,1
Dozer 2,NWCC,3,5,1,0,1
Dozer 2,NWCC,4,1,1,0,1
Dozer 2,NWCC,4,2,1,0,1
Dozer 2,NWCC,4,3,1,0,1
Dozer 2,NWCC,4,4,1,0,1
Dozer 2,NWCC,4,5,1,0,1
Dozer 2,NWCC,5,1,1,0,1
Dozer 2,NWCC,5,2,1,0,1
Dozer 2,NWCC,5,3,1,0,1
Dozer 2,NWCC,5,4,1,0,1
Dozer 2,NWCC,5,5,1,0,1
Dozer 2,ONCC,1,1,12,1,13
Dozer 2,ONCC,1,2,13,0,13
Dozer 2,ONCC,1,3,13,0,13
Dozer 2,ONCC,1,4,13,0,13
Dozer 2,ONCC,1,5,13,0,13
Dozer 2,ONCC,2,1,12,1,13
Dozer 2,ONCC,2,2,13,0,13
Dozer 2,ONCC,2,3,9,4,13
Dozer 2,ONCC,2,4,13,0,13
Dozer 2,ONCC,2,5,13,0,13
Dozer 2,ONCC,3,1,13,0,13
Dozer 2,ONCC,3,2,13,0,13
Dozer 2,ONCC,3,3,11,2,13
Dozer 2,ONCC,3,4,12,1,13
Dozer 2,ONCC,3,5,13,0,13
Dozer 2,ONCC,4,1,13,0,13
Dozer 2,ONCC,4,2,13,0,13
Dozer 2,ONCC,4,3,12,1,13
Dozer 2,ONCC,4,4,12,1,13
Dozer 2,ONCC,4,5,13,0,13
Dozer 2,ONCC,5,1,13,0,13
Dozer 2,ONCC,5,2,13,0,13
Dozer 2,ONCC,5,3,13,0,13
Dozer 2,ONCC,5,4,12,1,13
Dozer 2,ONCC,5,5,12,1,13
Dozer 2,OSCC,1,1,9,0,9
Dozer 2,OSCC,1,2,9,0,9
Dozer 2,OSCC,1,3,9,0,9
Dozer 2,OSCC,1,4,9,0,9
Dozer 2,OSCC,1,5,9,0,9
Dozer 2,OSCC,2,1,9,0,9
Dozer 2,OSCC,2,2,9,0,9
Dozer 2,OSCC,2,3,7,2,9
Dozer 2,OSCC,2,4,9,0,9
Dozer 2,OSCC,2,5,9,0,9
Dozer 2,OSCC,3,1,9,0,9
Dozer 2,OSCC,3,2,9,0,9
Dozer 2,OSCC,3,3,7,2,9
Dozer 2,OSCC,3,4,8,1,9
Dozer 2,OSCC,3,5,9,0,9
Dozer 2,OSCC,4,1,9,0,9
Dozer 2,OSCC,4,2,9,0,9
Dozer 2,OSCC,4,3,9,0,9
Dozer 2,OSCC,4,4,9,0,9
Dozer 2,OSCC,4,5,9,0,9
Dozer 2,OSCC,5,1,9,0,9
Dozer 2,OSCC,5,2,9,0,9
Dozer 2,OSCC,5,3,9,0,9
Dozer 2,OSCC,5,4,9,0,9
Dozer 2,OSCC,5,5,9,0,9
Dozer 2,NRCC,1,1,0,0,0
Dozer 2,NRCC,1,2,0,0,0
Dozer 2,NRCC,1,3,0,0,0
Dozer 2,NRCC,1,4,0,0,0
Dozer 2,NRCC,1,5,0,0,0
Dozer 2,NRCC,2,1,0,0,0
Dozer 2,NRCC,2,2,0,0,0
Dozer 2,NRCC,2,3,0,0,0
Dozer 2,NRCC,2,4,0,0,0
Dozer 2,NRCC,2,5,0,0,0
Dozer 2,NRCC,3,1,0,0,0
Dozer 2,NRCC,3,2,0,0,0
Dozer 2,NRCC,3,3,0,0,0
Dozer 2,NRCC,3,4,0,0,0
Dozer 2,NRCC,3,5,0,0,0
Dozer 2,NRCC,4,1,0,0,0
Dozer 2,NRCC,4,2,0,0,0
Dozer 2,NRCC,4,3,0,0,0
Dozer 2,NRCC,4,4,0,0,0
Dozer 2,NRCC,4,5,0,0,0
Dozer 2,NRCC,5,1,0,0,0
Dozer 2,NRCC,5,2,0,0,0
Dozer 2,NRCC,5,3,0,0,0
Dozer 2,NRCC,5,4,0,0,0
Dozer 2,NRCC,5,5,0,0,0
Dozer 2,GBCC,1,1,0,0,0
Dozer 2,GBCC,1,2,0,0,0
Dozer 2,GBCC,1,3,0,0,0
Dozer 2,GBCC,1,4,0,0,0
Dozer 2,GBCC,1,5,0,0,0
Dozer 2,GBCC,2,1,0,0,0
Dozer 2,GBCC,2,2,0,0,0
Dozer 2,GBCC,2,3,0,0,0
Dozer 2,GBCC,2,4,0,0,0
Dozer 2,GBCC,2,5,0,0,0
Dozer 2,GBCC,3,1,0,0,0
Dozer 2,GBCC,3,2,0,0,0
Dozer 2,GBCC,3,3,0,0,0
Dozer 2,GBCC,3,4,0,0,0
Dozer 2,GBCC,3,5,0,0,0
Dozer 2,GBCC,4,1,0,0,0
Dozer 2,GBCC,4,2,0,0,0
Dozer 2,GBCC,4,3,0,0,0
Dozer 2,GBCC,4,4,0,0,0
Dozer 2,GBCC,4,5,0,0,0
Dozer 2,GBCC,5,1,0,0,0
Dozer 2,GBCC,5,2,0,0,0
Dozer 2,GBCC,5,3,0,0,0
Dozer 2,GBCC,5,4,0,0,0
Dozer 2,GBCC,5,5,0,0,0
Dozer 2,SWCC,1,1,9,0,9
Dozer 2,SWCC,1,2,9,0,9
Dozer 2,SWCC,1,3,9,0,9
Dozer 2,SWCC,1,4,9,0,9
Dozer 2,SWCC,1,5,9,0,9
Dozer 2,SWCC,2,1,9,0,9
Dozer 2,SWCC,2,2,9,0,9
Dozer 2,SWCC,2,3,7,2,9
Dozer 2,SWCC,2,4,7,2,9
Dozer 2,SWCC,2,5,8,1,9
Dozer 2,SWCC,3,1,9,0,9
Dozer 2,SWCC,3,2,9,0,9
Dozer 2,SWCC,3,3,9,0,9
Dozer 2,SWCC,3,4,8,1,9
Dozer 2,SWCC,3,5,8,1,9
Dozer 2,SWCC,4,1,9,0,9
Dozer 2,SWCC,4,2,9,0,9
Dozer 2,SWCC,4,3,9,0,9
Dozer 2,SWCC,4,4,9,0,9
Dozer 2,SWCC,4,5,9,0,9
Dozer 2,SWCC,5,1,9,0,9
Dozer 2,SWCC,5,2,9,0,9
Dozer 2,SWCC,5,3,9,0,9
Dozer 2,SWCC,5,4,9,0,9
Dozer 2,SWCC,5,5,9,0,9
Dozer 2,RMCC,1,1,5,0,5
Dozer 2,RMCC,1,2,5,0,5
Dozer 2,RMCC,1,3,5,0,5
Dozer 2,RMCC,1,4,5,0,5
Dozer 2,RMCC,1,5,5,0,5
Dozer 2,RMCC,2,1,5,0,5
Dozer 2,RMCC,2,2,5,0,5
Dozer 2,RMCC,2,3,5,0,5
Dozer 2,RMCC,2,4,5,0,5
Dozer 2,RMCC,2,5,5,0,5
Dozer 2,RMCC,3,1,5,0,5
Dozer 2,RMCC,3,2,5,0,5
Dozer 2,RMCC,3,3,5,0,5
Dozer 2,RMCC,3,4,5,0,5
Dozer 2,RMCC,3,5,5,0,5
Dozer 2,RMCC,4,1,5,0,5
Dozer 2,RMCC,4,2,5,0,5
Dozer 2,RMCC,4,3,5,0,5
Dozer 2,RMCC,4,4,5,0,5
Dozer 2,RMCC,4,5,5,0,5
Dozer 2,RMCC,5,1,5,0,5
Dozer 2,RMCC,5,2,5,0,5
Dozer 2,RMCC,5,3,5,0,5
Dozer 2,RMCC,5,4,5,0,5
Dozer 2,RMCC,5,5,5,0,5
Dozer 2,EACC,1,1,0,0,0
Dozer 2,EACC,1,2,0,0,0
Dozer 2,EACC,1,3,0,0,0
Dozer 2,EACC,1,4,0,0,0
Dozer 2,EACC,1,5,0,0,0
Dozer 2,EACC,2,1,0,0,0
Dozer 2,EACC,2,2,0,0,0
Dozer 2,EACC,2,3,0,0,0
Dozer 2,EACC,2,4,0,0,0
Dozer 2,EACC,2,5,0,0,0
Dozer 2,EACC,3,1,0,0,0
Dozer 2,EACC,3,2,0,0,0
Dozer 2,EACC,3,3,0,0,0
Dozer 2,EACC,3,4,0,0,0
Dozer 2,EACC,3,5,0,0,0
Dozer 2,EACC,4,1,0,0,0
Dozer 2,EACC,4,2,0,0,0
Dozer 2,EACC,4,3,0,0,0
Dozer 2,EACC,4,4,0,0,0
Dozer 2,EACC,4,5,0,0,0
Dozer 2,EACC,5,1,0,0,0
Dozer 2,EACC,5,2,0,0,0
Dozer 2,EACC,5,3,0,0,0
Dozer 2,EACC,5,4,0,0,0
Dozer 2,EACC,5,5,0,0,0
Dozer 2,SACC,1,1,1,0,1
Dozer 2,SACC,1,2,1,0,1
Dozer 2,SACC,1,3,1,0,1
Dozer 2,SACC,1,4,1,0,1
Dozer 2,SACC,1,5,1,0,1
Dozer 2,SACC,2,1,1,0,1
Dozer 2,SACC,2,2,1,0,1
Dozer 2,SACC,2,3,1,0,1
Dozer 2,SACC,2,4,1,0,1
Dozer 2,SACC,2,5,1,0,1
Dozer 2,SACC,3,1,1,0,1
Dozer 2,SACC,3,2,1,0,1
Dozer 2,SACC,3,3,1,0,1
Dozer 2,SACC,3,4,1,0,1
Dozer 2,SACC,3,5,1,0,1
Dozer 2,SACC,4,1,1,0,1
Dozer 2,SACC,4,2,1,0,1
Dozer 2,SACC,4,3,1,0,1
Dozer 2,SACC,4,4,1,0,1
Dozer 2,SACC,4,5,1,0,1
Dozer 2,SACC,5,1,1,0,1
Dozer 2,SACC,5,2,1,0,1
Dozer 2,SACC,5,3,1,0,1
Dozer 2,SACC,5,4,1,0,1
Dozer 2,SACC,5,5,1,0,1
Dozer 3,AICC,1,1,0,0,0
Dozer 3,AICC,1,2,0,0,0
Dozer 3,AICC,1,3,0,0,0
Dozer 3,AICC,1,4,0,0,0
Dozer 3,AICC,1,5,0,0,0
Dozer 3,AICC,2,1,0,0,0
Dozer 3,AICC,2,2,0,0,0
Dozer 3,AICC,2,3,0,0,0
Dozer 3,AICC,2,4,0,0,0
Dozer 3,AICC,2,5,0,0,0
Dozer 3,AICC,3,1,0,0,0
Dozer 3,AICC,3,2,0,0,0
Dozer 3,AICC,3,3,0,0,0
Dozer 3,AICC,3,4,0,0,0
Dozer 3,AICC,3,5,0,0,0
Dozer 3,AICC,4,1,0,0,0
Dozer 3,AICC,4,2,0,0,0
Dozer 3,AICC,4,3,0,0,0
Dozer 3,AICC,4,4,0,0,0
Dozer 3,AICC,4,5,0,0,0
Dozer 3,AICC,5,1,0,0,0
Dozer 3,AICC,5,2,0,0,0
Dozer 3,AICC,5,3,0,0,0
Dozer 3,AICC,5,4,0,0,0
Dozer 3,AICC,5,5,0,0,0
Dozer 3,NWCC,1,1,0,0,0
Dozer 3,NWCC,1,2,0,0,0
Dozer 3,NWCC,1,3,0,0,0
Dozer 3,NWCC,1,4,0,0,0
Dozer 3,NWCC,1,5,0,0,0
Dozer 3,NWCC,2,1,0,0,0
Dozer 3,NWCC,2,2,0,0,0
Dozer 3,NWCC,2,3,0,0,0
Dozer 3,NWCC,2,4,0,0,0
Dozer 3,NWCC,2,5,0,0,0
Dozer 3,NWCC,3,1,0,0,0
Dozer 3,NWCC,3,2,0,0,0
Dozer 3,NWCC,3,3,0,0,0
Dozer 3,NWCC,3,4,0,0,0
Dozer 3,NWCC,3,5,0,0,0
Dozer 3,NWCC,4,1,0,0,0
Dozer 3,NWCC,4,2,0,0,0
Dozer 3,NWCC,4,3,0,0,0
Dozer 3,NWCC,4,4,0,0,0
Dozer 3,NWCC,4,5,0,0,0
Dozer 3,NWCC,5,1,0,0,0
Dozer 3,NWCC,5,2,0,0,0
Dozer 3,NWCC,5,3,0,0,0
Dozer 3,NWCC,5,4,0,0,0
Dozer 3,NWCC,5,5,0,0,0
Dozer 3,ONCC,1,1,0,0,0
Dozer 3,ONCC,1,2,0,0,0
Dozer 3,ONCC,1,3,0,0,0
Dozer 3,ONCC,1,4,0,0,0
Dozer 3,ONCC,1,5,0,0,0
Dozer 3,ONCC,2,1,0,0,0
Dozer 3,ONCC,2,2,0,0,0
Dozer 3,ONCC,2,3,0,0,0
Dozer 3,ONCC,2,4,0,0,0
Dozer 3,ONCC,2,5,0,0,0
Dozer 3,ONCC,3,1,0,0,0
Dozer 3,ONCC,3,2,0,0,0
Dozer 3,ONCC,3,3,0,0,0
Dozer 3,ONCC,3,4,0,0,0
Dozer 3,ONCC,3,5,0,0,0
Dozer 3,ONCC,4,1,0,0,0
Dozer 3,ONCC,4,2,0,0,0
Dozer 3,ONCC,4,3,0,0,0
Dozer 3,ONCC,4,4,0,0,0
Dozer 3,ONCC,4,5,0,0,0
Dozer 3,ONCC,5,1,0,0,0
Dozer 3,ONCC,5,2,0,0,0
Dozer 3,ONCC,5,3,0,0,0
Dozer 3,ONCC,5,4,0,0,0
Dozer 3,ONCC,5,5,0,0,0
Dozer 3,OSCC,1,1,0,0,0
Dozer 3,OSCC,1,2,0,0,0
Dozer 3,OSCC,1,3,0,0,0
Dozer 3,OSCC,1,4,0,0,0
Dozer 3,OSCC,1,5,0,0,0
Dozer 3,OSCC,2,1,0,0,0
Dozer 3,OSCC,2,2,0,0,0
Dozer 3,OSCC,2,3,0,0,0
Dozer 3,OSCC,2,4,0,0,0
Dozer 3,OSCC,2,5,0,0,0
Dozer 3,OSCC,3,1,0,0,0
Dozer 3,OSCC,3,2,0,0,0
Dozer 3,OSCC,3,3,0,0,0
Dozer 3,OSCC,3,4,0,0,0
Dozer 3,OSCC,3,5,0,0,0
Dozer 3,OSCC,4,1,0,0,0
Dozer 3,OSCC,4,2,0,0,0
Dozer 3,OSCC,4,3,0,0,0
Dozer 3,OSCC,4,4,0,0,0
Dozer 3,OSCC,4,5,0,0,0
Dozer 3,OSCC,5,1,0,0,0
Dozer 3,OSCC,5,2,0,0,0
Dozer 3,OSCC,5,3,0,0,0
Dozer 3,OSCC,5,4,0,0,0
Dozer 3,OSCC,5,5,0,0,0
Dozer 3,NRCC,1,1,0,0,0
Dozer 3,NRCC,1,2,0,0,0
Dozer 3,NRCC,1,3,0,0,0
Dozer 3,NRCC,1,4,0,0,0
Dozer 3,NRCC,1,5,0,0,0
Dozer 3,NRCC,2,1,0,0,0
Dozer 3,NRCC,2,2,0,0,0
Dozer 3,NRCC,2,3,0,0,0
Dozer 3,NRCC,2,4,0,0,0
Dozer 3,NRCC,2,5,0,0,0
Dozer 3,NRCC,3,1,0,0,0
Dozer 3,NRCC,3,2,0,0,0
Dozer 3,NRCC,3,3,0,0,0
Dozer 3,NRCC,3,4,0,0,0
Dozer 3,NRCC,3,5,0,0,0
Dozer 3,NRCC,4,1,0,0,0
Dozer 3,NRCC,4,2,0,0,0
Dozer 3,NRCC,4,3,0,0,0
Dozer 3,NRCC,4,4,0,0,0
Dozer 3,NRCC,4,5,0,0,0
Dozer 3,NRCC,5,1,0,0,0
Dozer 3,NRCC,5,2,0,0,0
Dozer 3,NRCC,5,3,0,0,0
Dozer 3,NRCC,5,4,0,0,0
Dozer 3,NRCC,5,5,0,0,0
Dozer 3,GBCC,1,1,0,0,0
Dozer 3,GBCC,1,2,0,0,0
Dozer 3,GBCC,1,3,0,0,0
Dozer 3,GBCC,1,4,0,0,0
Dozer 3,GBCC,1,5,0,0,0
Dozer 3,GBCC,2,1,0,0,0
Dozer 3,GBCC,2,2,0,0,0
Dozer 3,GBCC,2,3,0,0,0
Dozer 3,GBCC,2,4,0,0,0
